x,y,chromosome
16137002,0.2805,22
16137202,0.4792,22
16137402,0.5805,22
16137602,0.167,22
16137802,0.8337,22
16138002,0.138,22
16138202,0.8569,22
16138402,0.9072,22
16138602,0.809,22
16138802,0.6873,22
16139002,0.8991,22
16139202,0.8319,22
16139402,0.3737,22
16139602,0.4476,22
16139802,0.6787,22
16140002,0.3689,22
16140202,0.7487,22
16140402,0.3036,22
16140602,0.6644,22
16140802,0.5464,22
16141002,0.6688,22
16141202,0.3629,22
16141602,0.8319,22
16141802,0.36,22
16142002,0.2924,22
16142202,0.5544,22
16142402,0.2489,22
16142602,0.3012,22
16142802,0.8992,22
16143002,0.3927,22
16143402,0.3621,22
16143602,0.4256,22
16143802,0.5222,22
16144002,0.3876,22
16144202,0.4488,22
16144602,0.7864,22
16144802,0.3131,22
16145202,0.5062,22
16145402,0.3037,22
16145602,0.1352,22
16145802,0.482,22
16146002,0.4445,22
16146602,0.3378,22
16146802,0.6537,22
16147002,0.5634,22
16147202,0.3557,22
16147402,0.2876,22
16147602,0.1667,22
16147802,0.741,22
16148002,0.3361,22
16148202,0.6335,22
16148402,0.7765,22
16148602,0.6526,22
16148802,0.425,22
16149002,0.6186,22
16149402,0.4967,22
16149802,0.1985,22
16150002,0.4273,22
16150202,0.2277,22
16150402,0.6737,22
16150602,0.2875,22
16150802,0.5417,22
16151402,0.5904,22
16151602,0.5233,22
16151802,0.8077,22
16152002,0.6058,22
16152202,0.4459,22
16152402,0.5099,22
16152602,0.569,22
16153002,0.4256,22
16153202,0.7651,22
16153402,0.8045,22
16153602,0.38,22
16153802,0.8283,22
16154002,0.2831,22
16154202,0.4622,22
16154402,0.4312,22
16154802,0.1145,22
16155202,0.5751,22
16155402,0.6055,22
16155602,0.8916,22
16155802,0.6078,22
16156002,0.3245,22
16156202,0.1772,22
16156402,0.771,22
16156602,0.6498,22
16156802,0.5585,22
16157002,0.3998,22
16157202,0.639,22
16157402,0.2408,22
16157802,0.132,22
16159002,0.4149,22
16159402,0.1716,22
16159602,0.7275,22
16159802,0.8317,22
16160002,0.3501,22
16160402,0.2673,22
16160802,0.2936,22
16161202,0.6191,22
16161602,0.161,22
16161802,0.5504,22
16162002,0.6071,22
16162202,0.5053,22
16162402,0.7884,22
16162602,0.3941,22
16162802,0.449,22
16163202,0.4547,22
16163602,0.5104,22
16163802,0.6215,22
16164202,0.8116,22
16164602,0.3242,22
16165602,0.4722,22
16166002,0.4978,22
16166202,0.4299,22
16166602,0.6746,22
16167402,0.4953,22
16167802,0.4428,22
16168002,0.469,22
16168802,0.4713,22
16169002,0.2246,22
16169202,0.8335,22
16170602,0.6681,22
16170802,0.8738,22
16171202,0.442,22
16171402,0.7334,22
16171602,0.8437,22
16172002,0.579,22
16172202,0.8184,22
16172402,0.5236,22
16172602,0.5154,22
16172802,0.8116,22
16173002,0.3738,22
16173202,0.5994,22
16173402,0.7985,22
16173602,0.7266,22
16174002,0.4965,22
16174202,0.1744,22
16174402,0.5679,22
16174602,0.6846,22
16174802,0.6009,22
16175002,0.6689,22
16176402,0.675,22
16176802,0.8582,22
16177002,0.8487,22
16177402,0.321,22
16177802,0.7241,22
16178202,0.2061,22
16178602,0.2481,22
16178802,0.4499,22
16179202,0.4707,22
16179602,0.1624,22
16180002,0.7862,22
16180802,0.404,22
16181002,0.5805,22
16181202,0.6222,22
16181402,0.1281,22
16181602,0.6517,22
16181802,0.2045,22
16182602,0.4538,22
16183202,0.5198,22
16183402,0.6143,22
16183602,0.5192,22
16183802,0.2177,22
16184002,0.8585,22
16184202,0.1231,22
16184602,0.3119,22
16184802,0.3517,22
16185002,0.3238,22
16186602,0.1864,22
16187002,0.5574,22
16187202,0.4265,22
16187402,0.6441,22
16188402,0.7226,22
16188602,0.7261,22
16188802,0.3596,22
16189402,0.4107,22
16189602,0.4797,22
16189802,0.6919,22
16190002,0.7716,22
16190202,0.6236,22
16190602,0.5014,22
16190802,0.7701,22
16191002,0.4741,22
16191202,0.497,22
16191402,0.5124,22
16191602,0.1889,22
16191802,0.8754,22
16192002,0.2952,22
16192202,0.8061,22
16192402,0.5853,22
16192602,0.4502,22
16193602,0.8543,22
16194002,0.3367,22
16194202,0.5072,22
16194402,0.383,22
16194602,0.8885,22
16194802,0.2614,22
16196002,0.6564,22
16196402,0.6509,22
16196802,0.7713,22
16197002,0.233,22
16197202,0.8339,22
16197402,0.1414,22
16197602,0.6735,22
16197802,0.225,22
16198202,0.6739,22
16198402,0.3607,22
16198802,0.3591,22
16199202,0.5519,22
16199402,0.8651,22
16199602,0.8287,22
16199802,0.1949,22
16200202,0.2374,22
16200402,0.6149,22
16200802,0.349,22
16201202,0.3531,22
16201402,0.4717,22
16201602,0.3931,22
16202002,0.5941,22
16202402,0.5913,22
16202602,0.2475,22
16202802,0.9077,22
16203002,0.8217,22
16203402,0.4919,22
16203602,0.8282,22
16203802,0.6807,22
16204002,0.1265,22
16204202,0.4858,22
16205002,0.2494,22
16205202,0.6103,22
16205402,0.1877,22
16205602,0.3326,22
16205802,0.5193,22
16206002,0.3374,22
16206202,0.5256,22
16206602,0.2127,22
16206802,0.7869,22
16207002,0.1389,22
16208202,0.8089,22
16208402,0.3695,22
16208602,0.487,22
16208802,0.4334,22
16209002,0.3881,22
16209802,0.3117,22
16210002,0.5551,22
16210202,0.8156,22
16210402,0.6749,22
16210602,0.7428,22
16210802,0.45,22
16211002,0.7881,22
16211202,0.4016,22
16211402,0.4853,22
16211602,0.6049,22
16212002,0.2518,22
16212202,0.3473,22
16212402,0.8184,22
16212802,0.1211,22
16213002,0.7249,22
16213202,0.6054,22
16213402,0.787,22
16213602,0.6102,22
16214002,0.6923,22
16214202,0.7126,22
16214602,0.3609,22
16215202,0.6777,22
16215402,0.2521,22
16215602,0.5504,22
16215802,0.1118,22
16216202,0.7195,22
16216402,0.887,22
16216602,0.5059,22
16216802,0.5029,22
16217002,0.4363,22
16217602,0.7867,22
16218002,0.402,22
16218402,0.2124,22
16218602,0.9032,22
16218802,0.6415,22
16219002,0.3621,22
16219202,0.2814,22
16219402,0.3004,22
16219602,0.8793,22
16219802,0.5793,22
16220602,0.2356,22
16220802,0.6904,22
16221002,0.5732,22
16221202,0.7586,22
16221402,0.5605,22
16221602,0.8437,22
16221802,0.6347,22
16222002,0.2666,22
16222202,0.7833,22
16222402,0.8209,22
16222602,0.386,22
16223002,0.1424,22
16223202,0.1347,22
16224202,0.5825,22
16225002,0.8936,22
16225402,0.7071,22
16226002,0.7822,22
16226202,0.5517,22
16226402,0.6888,22
16226602,0.8738,22
16226802,0.3148,22
16227402,0.435,22
16227602,0.3428,22
16227802,0.5174,22
16228002,0.6161,22
16228202,0.5722,22
16228402,0.4291,22
16228802,0.4215,22
16229002,0.3917,22
16229202,0.7389,22
16229402,0.5486,22
16229602,0.5292,22
16229802,0.5417,22
16230002,0.8488,22
16230202,0.787,22
16231002,0.4465,22
16231202,0.6912,22
16231402,0.2986,22
16231602,0.2587,22
16231802,0.7048,22
16232002,0.6245,22
16232202,0.3753,22
16232402,0.4605,22
16232602,0.6878,22
16232802,0.4888,22
16233002,0.3933,22
16233802,0.2507,22
16234202,0.8757,22
16234402,0.1389,22
16235202,0.1889,22
16235402,0.6825,22
16235602,0.6733,22
16236002,0.1612,22
16236402,0.1379,22
16236602,0.39,22
16236802,0.5245,22
16237002,0.6969,22
16237202,0.7106,22
16237402,0.8809,22
16237602,0.493,22
16238002,0.281,22
16238202,0.464,22
16238402,0.5941,22
16239002,0.392,22
16239202,0.3837,22
16239402,0.3856,22
16239602,0.7842,22
16239802,0.6414,22
16240202,0.4795,22
16240402,0.7422,22
16240802,0.2688,22
16241602,0.5222,22
16241802,0.5875,22
16242202,0.7782,22
16242402,0.5772,22
16242602,0.7557,22
16242802,0.8922,22
16243002,0.5128,22
16243402,0.5878,22
16243802,0.5227,22
16244002,0.6712,22
16244802,0.2239,22
16245202,0.7424,22
16245402,0.7426,22
16245602,0.6857,22
16245802,0.5757,22
16246202,0.5874,22
16246402,0.5879,22
16246602,0.2611,22
16247002,0.483,22
16247202,0.8998,22
16247402,0.5347,22
16247602,0.1305,22
16247802,0.8033,22
16248202,0.3689,22
16248402,0.7619,22
16248602,0.2188,22
16249002,0.4858,22
16250002,0.5904,22
16250402,0.5525,22
16250602,0.7842,22
16250802,0.5017,22
16251002,0.6395,22
16251402,0.8199,22
16251602,0.6774,22
16251802,0.7542,22
16252002,0.3667,22
16252202,0.386,22
16252402,0.3819,22
16252602,0.4127,22
16252802,0.5172,22
16253002,0.254,22
16253202,0.1872,22
16253402,0.4952,22
16254002,0.2473,22
16254402,0.4284,22
16254802,0.8215,22
16255202,0.6533,22
16255402,0.4197,22
16255602,0.7236,22
16256002,0.2292,22
16256202,0.3203,22
16256602,0.6704,22
16257402,0.7296,22
16257602,0.2046,22
16257802,0.589,22
16258002,0.1814,22
16258602,0.5658,22
16258802,0.3226,22
16259802,0.2769,22
16260202,0.6409,22
16260402,0.4802,22
16260602,0.5632,22
16260802,0.5551,22
16261002,0.5187,22
16261202,0.4689,22
16261402,0.1421,22
16261602,0.5096,22
16262002,0.8335,22
16263002,0.7078,22
16263202,0.6435,22
16263402,0.6258,22
16263602,0.2474,22
16264002,0.2554,22
16264202,0.5769,22
16264402,0.6166,22
16264602,0.5898,22
16264802,0.7693,22
16265002,0.5334,22
16265202,0.8086,22
16266202,0.3239,22
16266602,0.4709,22
16266802,0.2489,22
16267002,0.1426,22
16267202,0.8045,22
16267602,0.8011,22
16268802,0.3725,22
16269002,0.8942,22
16269202,0.7564,22
16269402,0.9028,22
16269602,0.2466,22
16269802,0.67,22
16270002,0.2345,22
16270202,0.8472,22
16270802,0.5853,22
16271002,0.1506,22
16271602,0.7239,22
16271802,0.737,22
16272002,0.7872,22
16272202,0.782,22
16272402,0.2183,22
16272602,0.8803,22
16272802,0.6688,22
16273202,0.7853,22
16273602,0.7546,22
16273802,0.3296,22
16274002,0.6485,22
16274802,0.3667,22
16275402,0.6147,22
16275602,0.8985,22
16275802,0.1889,22
16277602,0.5247,22
16278202,0.8728,22
16279202,0.3629,22
16280202,0.8655,22
16280402,0.2938,22
16280602,0.6697,22
16281402,0.1508,22
16281602,0.5853,22
16281802,0.9049,22
16283202,0.2943,22
16284402,0.2474,22
16284602,0.8437,22
16284802,0.5881,22
16285002,0.5712,22
16285202,0.84,22
16285402,0.5749,22
16285602,0.4026,22
16285802,0.3663,22
16286002,0.4545,22
16286202,0.401,22
16286402,0.4869,22
16286602,0.792,22
16286802,0.7674,22
16287002,0.4373,22
16287202,0.7128,22
16287402,0.6044,22
16287602,0.3971,22
16287802,0.5778,22
16288002,0.5507,22
16288202,0.7089,22
16288602,0.3849,22
16288802,0.749,22
16289002,0.7285,22
16289202,0.1635,22
16289402,0.4625,22
16289602,0.5877,22
16289802,0.4183,22
16290002,0.3864,22
16290202,0.5156,22
16290402,0.4844,22
16290602,0.2473,22
16290802,0.6999,22
16291002,0.4326,22
16291202,0.5367,22
16291402,0.3619,22
16291602,0.7239,22
16291802,0.405,22
16292002,0.6937,22
16292402,0.3614,22
16292602,0.2977,22
16293602,0.3236,22
16294002,0.8036,22
16294202,0.2408,22
16294602,0.6523,22
16294802,0.782,22
16296002,0.2648,22
16296402,0.6293,22
16296802,0.433,22
16297002,0.4493,22
16297402,0.3373,22
16297602,0.9097,22
16298002,0.4915,22
16298202,0.7582,22
16298402,0.5585,22
16298802,0.6648,22
16299002,0.7633,22
16299202,0.6419,22
16299402,0.7311,22
16299602,0.2867,22
16299802,0.5578,22
16300002,0.4154,22
16300402,0.286,22
16301802,0.8035,22
16302002,0.6035,22
16302202,0.7365,22
16302402,0.3448,22
16302602,0.6526,22
16303402,0.5904,22
16303802,0.2142,22
16304002,0.8414,22
16304202,0.3637,22
16304402,0.8588,22
16304602,0.7344,22
16305002,0.5143,22
16305202,0.9093,22
16305402,0.7353,22
16305802,0.6075,22
16306002,0.6541,22
16306202,0.3518,22
16307202,0.4044,22
16307402,0.5027,22
16307602,0.6477,22
16307802,0.3015,22
16308002,0.6709,22
16308202,0.4704,22
16309602,0.8196,22
16310002,0.2481,22
16311002,0.5975,22
16311202,0.7273,22
16311402,0.1949,22
16311802,0.1502,22
16312202,0.6069,22
16312402,0.3972,22
16312602,0.1863,22
16312802,0.5345,22
16313002,0.2221,22
16313202,0.4977,22
16313402,0.1887,22
16313802,0.319,22
16314002,0.7286,22
16314202,0.4555,22
16314402,0.6581,22
16314602,0.5753,22
16314802,0.4357,22
16315002,0.3969,22
16315402,0.657,22
16315602,0.7373,22
16315802,0.1572,22
16317402,0.7442,22
16318602,0.1862,22
16318802,0.6679,22
16319402,0.7442,22
16319602,0.7652,22
16320202,0.1824,22
16320602,0.2495,22
16320802,0.4714,22
16324002,0.1509,22
16324402,0.358,22
16324802,0.8294,22
16325002,0.1556,22
16325202,0.319,22
16325402,0.495,22
16325602,0.5038,22
16325802,0.4817,22
16326202,0.502,22
16326402,0.637,22
16326802,0.2918,22
16327802,0.4408,22
16328202,0.3932,22
16328402,0.5214,22
16330802,0.3251,22
16331202,0.654,22
16331402,0.7594,22
16331602,0.3141,22
16331802,0.5136,22
16332002,0.3281,22
16333002,0.4277,22
16333402,0.2738,22
16333602,0.1964,22
16334002,0.537,22
16334202,0.7355,22
16334402,0.6719,22
16334802,0.2352,22
16335002,0.7862,22
16335402,0.3894,22
16336602,0.8451,22
16336802,0.2189,22
16337002,0.3904,22
16337202,0.3436,22
16337602,0.2693,22
16337802,0.4763,22
16338202,0.2864,22
16338402,0.5193,22
16339202,0.248,22
16339402,0.7832,22
16339802,0.3206,22
16340202,0.5071,22
16340402,0.6579,22
16340602,0.7304,22
16340802,0.5919,22
16341002,0.6289,22
16341202,0.5107,22
16341402,0.3558,22
16341802,0.2825,22
16342202,0.2661,22
16342402,0.6417,22
16342602,0.589,22
16342802,0.5881,22
16343202,0.3581,22
16343402,0.6847,22
16343602,0.8464,22
16343802,0.7241,22
16344002,0.4913,22
16344202,0.5418,22
16344402,0.6971,22
16344602,0.358,22
16344802,0.2175,22
16345002,0.7639,22
16345202,0.3998,22
16345402,0.8428,22
16345602,0.5784,22
16345802,0.7116,22
16346002,0.7313,22
16346202,0.8382,22
16346402,0.5953,22
16346602,0.5161,22
16346802,0.5236,22
16347202,0.7833,22
16347402,0.811,22
16347602,0.5498,22
16347802,0.5084,22
16348002,0.6784,22
16348202,0.4286,22
16348402,0.7373,22
16348602,0.6433,22
16348802,0.6639,22
16349002,0.5091,22
16349202,0.3941,22
16349402,0.3564,22
16349602,0.2317,22
16349802,0.4706,22
16350002,0.4062,22
16350202,0.4201,22
16350402,0.7535,22
16350602,0.4485,22
16350802,0.363,22
16351002,0.5554,22
16351202,0.4377,22
16351402,0.8023,22
16351602,0.4401,22
16351802,0.3795,22
16352002,0.6503,22
16352202,0.5557,22
16352602,0.2862,22
16352802,0.3647,22
16353402,0.7698,22
16353802,0.4671,22
16354002,0.7045,22
16354402,0.7541,22
16354602,0.1888,22
16355002,0.1805,22
16355402,0.2235,22
16355602,0.8658,22
16355802,0.3479,22
16356002,0.3004,22
16356202,0.8775,22
16356402,0.3987,22
16356802,0.5725,22
16357002,0.1198,22
16357602,0.7864,22
16358002,0.413,22
16358202,0.7616,22
16358402,0.7084,22
16358602,0.6558,22
16359202,0.8469,22
16359402,0.4373,22
16359602,0.4056,22
16359802,0.7986,22
16360002,0.2699,22
16360202,0.5967,22
16360402,0.3645,22
16360602,0.5356,22
16360802,0.575,22
16361002,0.5213,22
16361202,0.6865,22
16361402,0.2511,22
16361802,0.6232,22
16362202,0.5306,22
16362402,0.909,22
16362602,0.271,22
16362802,0.5657,22
16363002,0.6192,22
16363202,0.5718,22
16363602,0.6566,22
16363802,0.5431,22
16364002,0.7504,22
16364202,0.3344,22
16364402,0.3526,22
16364602,0.6024,22
16364802,0.6067,22
16365002,0.2814,22
16365202,0.1887,22
16365402,0.8031,22
16365602,0.4019,22
16366002,0.8687,22
16366202,0.1115,22
16366402,0.525,22
16366602,0.7875,22
16366802,0.3472,22
16367002,0.8271,22
16367202,0.8556,22
16368602,0.8376,22
16368802,0.3403,22
16369402,0.168,22
16369802,0.1221,22
16370002,0.3552,22
16370202,0.5198,22
16370402,0.307,22
16370602,0.5995,22
16370802,0.5087,22
16371002,0.4615,22
16371202,0.3595,22
16372402,0.567,22
16372802,0.3754,22
16373002,0.8464,22
16373602,0.6091,22
16373802,0.8283,22
16374002,0.5129,22
16374202,0.8313,22
16374402,0.9101,22
16375402,0.2344,22
16375602,0.7255,22
16375802,0.131,22
16377202,0.2483,22
16377402,0.1297,22
16377602,0.8003,22
16378002,0.901,22
16378202,0.2576,22
16378602,0.7705,22
16378802,0.3597,22
16379002,0.8089,22
16379402,0.5044,22
16379602,0.7154,22
16379802,0.8802,22
16380202,0.5664,22
16380602,0.5447,22
16380802,0.531,22
16383802,0.7507,22
16384002,0.8899,22
16384202,0.6857,22
16384602,0.6083,22
16384802,0.5434,22
16385002,0.8,22
16385202,0.6981,22
16385402,0.7833,22
16385602,0.2364,22
16386202,0.5559,22
16386402,0.8729,22
16387002,0.2864,22
16387202,0.4432,22
16387402,0.4815,22
16387602,0.6952,22
16387802,0.7058,22
16388002,0.2477,22
16388202,0.5527,22
16388402,0.5223,22
16388602,0.1401,22
16389202,0.8777,22
16389402,0.4455,22
16389602,0.3294,22
16389802,0.6902,22
16390002,0.4812,22
16390202,0.8714,22
16390402,0.5497,22
16391202,0.1341,22
16391602,0.1148,22
16392002,0.5487,22
16392202,0.4763,22
16392402,0.4068,22
16393202,0.524,22
16393402,0.278,22
16394002,0.2118,22
16394202,0.6755,22
16394402,0.8884,22
16394602,0.4251,22
16394802,0.8237,22
16395002,0.7503,22
16395202,0.7644,22
16395402,0.603,22
16397202,0.7186,22
16397402,0.7357,22
16397602,0.5614,22
16397802,0.3838,22
16398402,0.2485,22
16400002,0.4537,22
16400202,0.658,22
16400402,0.3432,22
16400602,0.6787,22
16400802,0.5195,22
16401002,0.4626,22
16401602,0.6881,22
16401802,0.5802,22
16402002,0.5296,22
16403002,0.1963,22
16403202,0.7136,22
16403402,0.6745,22
16403602,0.7363,22
16403802,0.2216,22
16404602,0.6454,22
16404802,0.6062,22
16405002,0.8373,22
16405202,0.3764,22
16405402,0.4809,22
16405602,0.2171,22
16405802,0.6793,22
16406002,0.4383,22
16406402,0.6359,22
16406802,0.4881,22
16407002,0.2217,22
16407202,0.309,22
16407402,0.5727,22
16407602,0.8342,22
16408202,0.1571,22
16409602,0.76,22
16409802,0.4248,22
16410002,0.1424,22
16410202,0.4221,22
16410402,0.5456,22
16411202,0.2539,22
16411602,0.2366,22
16412002,0.8021,22
16412202,0.3924,22
16412802,0.1974,22
16413002,0.5959,22
16413602,0.8442,22
16413802,0.6517,22
16414002,0.7617,22
16414202,0.2937,22
16414402,0.8352,22
16414602,0.3064,22
16415002,0.6109,22
16415202,0.6524,22
16415402,0.4332,22
16415602,0.7797,22
16415802,0.4275,22
16416602,0.6041,22
16416802,0.8348,22
16417002,0.8248,22
16417402,0.2364,22
16418402,0.6006,22
16418602,0.5865,22
16418802,0.3456,22
16419002,0.3852,22
16419202,0.4674,22
16419402,0.7416,22
16419602,0.6924,22
16419802,0.6223,22
16420002,0.4756,22
16420202,0.3603,22
16420602,0.4842,22
16421002,0.1702,22
16421802,0.5663,22
16422002,0.7482,22
16422602,0.4483,22
16422802,0.4682,22
16423002,0.5122,22
16424202,0.3502,22
16424402,0.841,22
16424602,0.4139,22
16424802,0.8783,22
16425202,0.6013,22
16425402,0.3671,22
16425602,0.6173,22
16425802,0.3338,22
16426002,0.7421,22
16426202,0.3427,22
16426402,0.63,22
16426602,0.8598,22
16426802,0.146,22
16427002,0.5247,22
16427402,0.3164,22
16427802,0.3774,22
16428202,0.6748,22
16428402,0.6703,22
16428802,0.4343,22
16429002,0.5632,22
16429202,0.2294,22
16429402,0.5531,22
16429602,0.3251,22
16430002,0.4026,22
16430202,0.4007,22
16430602,0.7336,22
16431002,0.2775,22
16431202,0.2709,22
16432402,0.2241,22
16432602,0.8925,22
16432802,0.7538,22
16433002,0.4505,22
16433202,0.124,22
16433402,0.5817,22
16433602,0.8712,22
16433802,0.425,22
16434002,0.6973,22
16434202,0.3418,22
16434402,0.403,22
16434602,0.5844,22
16434802,0.5179,22
16435002,0.5315,22
16435202,0.5956,22
16435402,0.6842,22
16435802,0.4299,22
16436002,0.7064,22
16436402,0.5441,22
16436602,0.6732,22
16436802,0.4261,22
16437202,0.2728,22
16438202,0.6552,22
16438602,0.1553,22
16439202,0.5397,22
16439402,0.684,22
16439802,0.4691,22
16440202,0.3867,22
16440602,0.4145,22
16440802,0.555,22
16441002,0.6677,22
16441202,0.4476,22
16441402,0.5341,22
16441802,0.7955,22
16442002,0.6361,22
16442202,0.2106,22
16442402,0.5579,22
16442602,0.4674,22
16442802,0.8345,22
16443402,0.4294,22
16443802,0.242,22
16444002,0.572,22
16444202,0.5108,22
16444402,0.5426,22
16444602,0.4104,22
16444802,0.3249,22
16445002,0.4771,22
16445602,0.3448,22
16445802,0.1569,22
16446202,0.553,22
16446402,0.1332,22
16446802,0.4702,22
16447602,0.425,22
16447802,0.6715,22
16448002,0.4108,22
16449202,0.6084,22
16449602,0.5672,22
16450802,0.1892,22
16451202,0.3934,22
16451402,0.3623,22
16452002,0.8466,22
16452202,0.8095,22
16452602,0.5903,22
16452802,0.5546,22
16455002,0.3626,22
16455202,0.3915,22
16455402,0.3596,22
16455602,0.2748,22
16456202,0.1383,22
16456402,0.3344,22
16456602,0.5683,22
16456802,0.519,22
16457002,0.5723,22
16457202,0.7331,22
16457402,0.2951,22
16457602,0.8119,22
16457802,0.6679,22
16458202,0.3366,22
16458602,0.4496,22
16458802,0.6578,22
16459002,0.6213,22
16459202,0.2554,22
16459402,0.5134,22
16459602,0.4464,22
16459802,0.1667,22
16460002,0.7521,22
16460202,0.4396,22
16460602,0.2349,22
16460802,0.642,22
16461202,0.9035,22
16461402,0.4945,22
16461802,0.7977,22
16462002,0.8437,22
16462202,0.7353,22
16462602,0.6966,22
16462802,0.3282,22
16463002,0.609,22
16463402,0.8889,22
16463602,0.2294,22
16463802,0.697,22
16464002,0.6035,22
16464202,0.2963,22
16464402,0.1567,22
16464602,0.747,22
16464802,0.5489,22
16465002,0.7837,22
16465402,0.8544,22
16467202,0.1459,22
16467402,0.87,22
16467802,0.2942,22
16468402,0.3277,22
16468802,0.6728,22
16469002,0.6551,22
16469202,0.5248,22
16469602,0.1244,22
16470002,0.669,22
16470202,0.6735,22
16471002,0.2054,22
16471402,0.5195,22
16473202,0.1613,22
16473402,0.4382,22
16474002,0.4972,22
16474202,0.6147,22
16476002,0.2856,22
16476202,0.4388,22
16476402,0.777,22
16476602,0.3804,22
16476802,0.2536,22
16477002,0.2337,22
16477602,0.3868,22
16478002,0.7956,22
16478202,0.3371,22
16478402,0.3344,22
16478802,0.8797,22
16479202,0.6089,22
16479802,0.4692,22
16480002,0.6689,22
16480202,0.7865,22
16480402,0.7671,22
16480602,0.2585,22
16481002,0.4319,22
16481602,0.376,22
