x,y,chromosome
9526202,0,21
9526402,0,21
9526602,0,21
9527002,0,21
9527202,0.4568,21
9527402,0.7382,21
9527602,0.662,21
9527802,0.3835,21
9528002,0.4257,21
9528202,0.2659,21
9528402,0.3516,21
9528602,0.4688,21
9528802,0.5793,21
9529002,0.1331,21
9529202,0,21
9529402,0.2754,21
9529602,1.4378,21
9529802,0.3854,21
9530002,0.6357,21
9530202,0.1813,21
9530402,0.7874,21
9530602,0.1733,21
9530802,0,21
9531002,0,21
9531202,0,21
9531402,0.1241,21
9531602,0.784,21
9531802,0.7298,21
9532002,0.1616,21
9532202,0,21
9532402,0,21
9532602,0,21
9532802,1.1754,21
9533002,0,21
9533202,0,21
9533802,0,21
9534002,0,21
9534202,0,21
9534402,0,21
9534602,0.2047,21
9534802,0.5888,21
9535002,0.3324,21
9535202,0,21
9535402,0,21
9535602,0,21
9535802,0,21
9536002,1.3817,21
9536202,0.9695,21
9536402,0.5623,21
9536602,1.1116,21
9536802,0.4517,21
9537002,0.7377,21
9537202,0.2939,21
9537402,0.3623,21
9537602,0.9421,21
9537802,0,21
9538002,0.5857,21
9538202,0.5337,21
9538402,0.3896,21
9538602,0,21
9538802,0.188,21
9539002,0,21
9539202,0,21
9539402,0,21
9539602,0,21
9539802,0,21
9540002,0.1873,21
9540202,0,21
9540402,0.4773,21
9540602,0.9167,21
9540802,0.8267,21
9541002,0.9253,21
9541202,0.814,21
9541402,0.2223,21
9541602,0.3475,21
9541802,1.7725,21
9542002,0,21
9542202,0.6727,21
9542402,0.3817,21
9542602,0.2029,21
9542802,0.4806,21
9543002,1.2011,21
9543202,0.2939,21
9543402,0.5859,21
9543602,0.4461,21
9543802,0.2482,21
9544002,0.4588,21
9544202,0.4525,21
9544402,0.7874,21
9544602,0.6939,21
9544802,0.6147,21
9545002,0.8909,21
9545202,0.0977,21
9545402,0,21
9545602,0.2248,21
9545802,0.2132,21
9546002,0.3941,21
9546202,0.4214,21
9546402,0.7359,21
9546602,0.5418,21
9546802,0.5103,21
9547002,0.9589,21
9547202,0.4364,21
9547402,0.2296,21
9547602,1.5229,21
9547802,0.247,21
9548002,0,21
9548202,0,21
9548402,0.1805,21
9548602,0.4116,21
9548802,0.4462,21
9549002,0.2351,21
9549202,1.0371,21
9549402,0,21
9549602,2.085,21
9549802,0,21
9550002,0,21
9550202,0,21
9550402,0.9697,21
9550602,0.107,21
9550802,0.6308,21
9551002,0.0935,21
9551202,0.8151,21
9551402,0.5492,21
9551602,0.6684,21
9551802,0.5991,21
9552002,0.4868,21
9552202,0.6192,21
9552402,0.3119,21
9552602,0.1427,21
9552802,0.3614,21
9553002,0.501,21
9553202,0.6987,21
9553402,0.6723,21
9553602,0.627,21
9553802,0.6679,21
9554002,0.4532,21
9554202,0.4253,21
9554402,0,21
9554602,0,21
9554802,0,21
9555002,0,21
9555202,0,21
9555402,0,21
9555602,1.9269,21
9555802,0.4687,21
9556002,0.9129,21
9556202,0.5079,21
9556402,0,21
9556602,0,21
9556802,0.3124,21
9557002,0.4682,21
9557202,0,21
9557402,0,21
9557602,0,21
9558002,0,21
9558202,0.3602,21
9558402,0.1675,21
9558602,0.6689,21
9558802,0,21
9559002,0.6718,21
9559202,0,21
9559802,0,21
9560002,0,21
9560202,0.2545,21
9560402,0.8177,21
9560602,0.327,21
9560802,0.6942,21
9561002,0.2685,21
9561202,0,21
9561402,1.8743,21
9561602,0,21
9561802,0.778,21
9562002,0.1517,21
9562202,0,21
9562402,0.4537,21
9562602,1.0828,21
9562802,0.4094,21
9563002,0.8807,21
9563202,0.1378,21
9563402,1.8273,21
9563602,0,21
9564002,0,21
9564202,0.9722,21
9564402,0.2829,21
9564602,0.1422,21
9564802,1.046,21
9565002,0,21
9565202,1.491,21
9565402,0.4857,21
9565602,1.8811,21
9565802,0,21
9566002,0,21
9566202,0.8441,21
9566402,0.1597,21
9566602,0.6421,21
9566802,0.2086,21
9567002,0.1677,21
9567202,1.1688,21
9567402,1.1306,21
9567602,0.7804,21
9567802,0,21
9568002,0,21
9568202,0.7843,21
9568402,0.1555,21
9568602,2.0442,21
9568802,0.5002,21
9569002,0.8122,21
9569202,0.5429,21
9569402,0.9062,21
9569602,0.9897,21
9569802,0.4087,21
9570002,0.7898,21
9570202,0.949,21
9570402,0.9835,21
9570602,0,21
9570802,1.5054,21
9571002,0.3195,21
9571202,1.26,21
9571402,0.5714,21
9571602,0.7088,21
9571802,0.5044,21
9572002,0.2949,21
9572202,0.6657,21
9572402,0.5083,21
9572602,0.7389,21
9572802,0.7177,21
9573002,0.926,21
9573202,0.07,21
9573402,0.4825,21
9573602,0.5617,21
9573802,0.4476,21
9574002,0.261,21
9574202,0.3451,21
9574402,0.5078,21
9574602,0.4556,21
9574802,0.3655,21
9575002,0.3819,21
9575202,0.0591,21
9575402,0.4177,21
9575602,0.5087,21
9575802,0.1405,21
9576002,0.3296,21
9576202,0.5858,21
9576402,0.6972,21
9576602,0.3529,21
9576802,0.2855,21
9577002,0.4646,21
9577202,0.4798,21
9577402,0.6874,21
9577602,0.5135,21
9577802,0.2608,21
9578002,0.294,21
9578202,0.4716,21
9578402,0.2619,21
9578602,0.5623,21
9578802,0.4902,21
9579002,0.4757,21
9579202,0.7722,21
9579402,0.4749,21
9579602,0.2617,21
9579802,0.2766,21
9580002,0.483,21
9580202,0.5156,21
9580402,0.5062,21
9580602,0.3736,21
9580802,0.9979,21
9581002,0.2822,21
9581202,0.7021,21
9581402,0.679,21
9581602,0.7804,21
9581802,0.8689,21
9582002,0.5963,21
9582202,0.4626,21
9582402,0.6663,21
9582602,0.898,21
9582802,0.4374,21
9583002,0.4664,21
9583202,0.5382,21
9583402,0.3542,21
9583602,0.4483,21
9583802,0.4217,21
9584002,0.6451,21
9584202,0.9914,21
9584402,0.522,21
9584602,0.822,21
9584802,0.8514,21
9585002,0.5483,21
9585202,1.0232,21
9585402,0.4083,21
9585602,0.5569,21
9585802,0.5268,21
9586002,0.991,21
9586202,0.6315,21
9586402,0.3317,21
9586602,0.5873,21
9586802,0.4965,21
9587002,0.6542,21
9587202,0.3746,21
9587402,0.3087,21
9587602,0.4502,21
9587802,0.5946,21
9588002,0.3183,21
9588202,0.609,21
9588402,0.3833,21
9588602,1.0893,21
9588802,0.3446,21
9589002,0.6948,21
9589202,0.5448,21
9589402,0.3834,21
9589602,0.3278,21
9589802,0.5982,21
9590002,0.3399,21
9590202,0.6064,21
9590402,0.5686,21
9590602,0.3027,21
9590802,1.2115,21
9591002,0.3018,21
9591202,0.903,21
9591402,0.2742,21
9591602,0.6045,21
9591802,0.5669,21
9592002,0.6727,21
9592202,0.4589,21
9592402,0.6104,21
9592602,0.8126,21
9592802,1.056,21
9593002,0.2303,21
9593202,0.4571,21
9593402,0.5605,21
9593602,0.5955,21
9593802,0.214,21
9594002,0.4008,21
9594202,0.3539,21
9594402,0.5282,21
9594602,0.5338,21
9594802,0.3934,21
9595002,0.5085,21
9595202,0.9242,21
9645602,0,21
9645802,1.1063,21
9646002,0.5698,21
9646202,0.4911,21
9646402,0.8394,21
9646602,0.7324,21
9646802,0.6859,21
9647002,0.5375,21
9647202,0.4296,21
9647402,0.8119,21
9647602,0.3545,21
9647802,0.5092,21
9648002,0.5002,21
9648202,0.6426,21
9648402,0.8342,21
9648602,0.6651,21
9648802,0.8064,21
9649002,0.6175,21
9649202,0.6744,21
9649402,0.221,21
9649602,0.9879,21
9649802,0.3325,21
9650002,0.5077,21
9650202,0.4127,21
9650402,0.2773,21
9650602,0.5936,21
9650802,0.6461,21
9651002,0.8436,21
9651202,0.3704,21
9651402,0.662,21
9651602,0.7062,21
9651802,0.3883,21
9652002,0.448,21
9652202,0.3248,21
9652402,0.5586,21
9652602,0.7495,21
9652802,0.5475,21
9653002,0.4524,21
9653202,0.7938,21
9653402,0.7142,21
9653602,0.6115,21
9653802,0.1902,21
9654002,0.7254,21
9654202,0.7857,21
9654402,0.529,21
9654602,0.5304,21
9654802,0.9253,21
9655002,0.3657,21
9655202,0.6861,21
9655402,0.5103,21
9655602,0.4597,21
9655802,0.8663,21
9656002,0.4631,21
9656202,0.1732,21
9656402,0.4669,21
9656602,0.3185,21
9656802,1.0334,21
9657002,0.4637,21
9657202,1.1493,21
9657402,0.6415,21
9657602,0.7121,21
9657802,0.7021,21
9658002,0.6714,21
9658202,0.7985,21
9658402,0.3135,21
9658602,0.6496,21
9658802,0.6477,21
9659002,0.6606,21
9659202,0.6632,21
9659402,0.1811,21
9659602,0.5365,21
9659802,0.494,21
9660002,0.5767,21
9660202,0.6152,21
9660402,0.6555,21
9660602,0.2675,21
9660802,0.8282,21
9661002,0.6825,21
9661202,0.4664,21
9661402,0.629,21
9661602,0.4685,21
9661802,0.7813,21
9662002,0.4265,21
9662202,0.4263,21
9662402,0.672,21
9662602,0.3803,21
9662802,0.5308,21
9663002,0.4848,21
9663202,0.506,21
9663402,0.8299,21
9663602,0.8039,21
9663802,1.0977,21
9664002,0.9068,21
9664202,0.8948,21
9664402,0.257,21
9664602,0.3758,21
9664802,0.6214,21
9665002,0.3333,21
9665202,0.537,21
9665402,0.5927,21
9665602,0.5853,21
9665802,0.8045,21
9666002,0.5131,21
9666202,0.5348,21
9666402,0.6382,21
9666602,0.7827,21
9666802,0.2785,21
9667002,0.4081,21
9667202,0.7299,21
9667402,0.3615,21
9667602,0.5628,21
9667802,0.4623,21
9668002,0.5196,21
9668202,0.884,21
9668402,0.5408,21
9668602,0.8726,21
9668802,0.2738,21
9669002,0.5648,21
9669202,0.4402,21
9669402,0.2209,21
9669602,0.526,21
9669802,0.6036,21
9670002,0.6571,21
9670202,0.1969,21
9670402,0.4597,21
9670602,0.2678,21
9670802,0.5958,21
9671002,0.6324,21
9671202,0.7075,21
9671402,0.7661,21
9671602,0.2617,21
9671802,0.5898,21
9672002,0.2854,21
9672202,0.2006,21
9672402,1.1206,21
9672602,0.924,21
9672802,0.7489,21
9673002,0.7078,21
9673202,0.5888,21
9673402,0.3553,21
9673602,0.4107,21
9673802,0.7836,21
9674002,0.6744,21
9674202,0.8181,21
9674402,0.1928,21
9674602,0.7372,21
9674802,0.7022,21
9675002,0.2523,21
9675202,0.6577,21
9675402,0.4552,21
9675602,0.7146,21
9675802,0.7014,21
9676002,0.7001,21
9676202,0.7425,21
9676402,0.6947,21
9676602,0.4508,21
9676802,0.3466,21
9677002,0.5591,21
9677202,0.9053,21
9677402,0.3879,21
9677602,0.3737,21
9677802,0.6777,21
9678002,0.5742,21
9678202,0.2773,21
9678402,0.5757,21
9678602,0.8556,21
9678802,0.266,21
9679002,0.9666,21
9679202,0.7986,21
9679402,0.304,21
9679602,0.1742,21
9679802,0,21
9680002,0.2565,21
9680202,0.3144,21
9680402,0.5371,21
9680602,0.781,21
9680802,0,21
9681002,1.0853,21
9681202,0,21
9681402,0,21
9681602,1.0444,21
9681802,0.6951,21
9682002,0.5606,21
9682202,0.619,21
9682402,0.907,21
9682602,0.6407,21
9682802,1.0413,21
9683002,0.8131,21
9683202,0.681,21
9683402,0.3702,21
9683602,0.5905,21
9683802,0.5224,21
9684002,0.8071,21
9684202,0,21
9684402,0.8199,21
9684602,0.6407,21
9684802,0.2827,21
9685002,0,21
9685202,0.6426,21
9685402,0.4702,21
9685602,0,21
9685802,0,21
9686002,1.1754,21
9686202,0,21
9686602,0,21
9686802,0.9372,21
9687002,1.7904,21
9687202,0.6693,21
9687402,0.9194,21
9687602,0.5015,21
9687802,0.6248,21
9688002,0.8524,21
9688402,0,21
9688602,0.9048,21
9688802,0.4414,21
9689002,0.2187,21
9689202,0.7382,21
9689402,0,21
9689602,0,21
9689802,0.4236,21
9690002,0,21
9690202,0,21
9690402,0,21
9690602,1.8353,21
9690802,0.1303,21
9691002,0.9863,21
9691202,0.2402,21
9691402,0.67,21
9691602,0.5625,21
9691802,0.2605,21
9692002,0.7757,21
9692202,0.3906,21
9692402,0,21
9692602,0,21
9692802,0.6365,21
9693002,0.4945,21
9693202,0.233,21
9693402,0.8202,21
9693602,0.3341,21
9693802,0,21
9694002,0.2733,21
9694202,0,21
9694402,0.5521,21
9694602,0.4611,21
9694802,0.9549,21
9695002,0.3194,21
9695202,0.7134,21
9695402,0.0794,21
9695602,0.5697,21
9695802,0.1874,21
9696002,0.4972,21
9696202,0,21
9696402,0,21
9696602,1.5532,21
9696802,0,21
9697002,0.3376,21
9697202,0,21
9697402,0.1626,21
9697602,0.6489,21
9697802,1.6227,21
9698002,0.109,21
9698202,0.7314,21
9698402,0.3994,21
9698602,0.7563,21
9698802,0.7027,21
9699002,0,21
9699202,1.0414,21
9699402,0,21
9699602,0,21
9699802,0,21
9700002,1.2777,21
9700202,0.3349,21
9700402,0.2287,21
9700602,0.9749,21
9700802,1.1963,21
9701002,0.4258,21
9701202,0.3232,21
9701402,0.2285,21
9701602,0.4573,21
9701802,0.5752,21
9702002,0.6311,21
9702202,0,21
9702402,0.6194,21
9702602,0,21
9702802,1.0963,21
9703002,0.5514,21
9703202,0.3514,21
9703402,0.8156,21
9703602,0.4691,21
9703802,0.5206,21
9704002,0.4461,21
9704202,0.7204,21
9704402,0.282,21
9704602,0,21
9704802,0.3543,21
9705002,0.5401,21
9705202,0.2826,21
9705402,0,21
9705602,0.6473,21
9705802,1.4149,21
9706002,0,21
9706202,1.4363,21
9706402,0,21
9706602,0.4999,21
9706802,0.4929,21
9707002,0.6302,21
9707202,0.4585,21
9707402,0.5296,21
9707602,0.5885,21
9707802,0.1524,21
9708002,0.1657,21
9708202,0.3375,21
9708402,0.6732,21
9708602,0.3944,21
9708802,0.3156,21
9709002,0,21
9709402,0,21
9709602,0,21
9709802,1.4512,21
9710002,0.7818,21
9710402,0,21
9710602,0,21
9711002,0.9372,21
9711202,0,21
9711402,0.2615,21
9711602,0.7047,21
9711802,0.1741,21
9712002,0.6721,21
9712202,0.8079,21
9712402,0.7197,21
9712602,0.6684,21
9712802,0,21
9713002,0.7327,21
9713202,0.1875,21
9713402,1.059,21
9713602,0.1679,21
9713802,0.899,21
9714002,1.2798,21
9714202,0.4977,21
9714402,0.1936,21
9714602,0.2364,21
9714802,1.0221,21
9715002,0.3097,21
9715202,0.7326,21
9715402,0,21
9715602,0.3134,21
9715802,0.9328,21
9716002,0.2023,21
9716202,1.2668,21
9716402,0.7364,21
9716802,0,21
9717002,0,21
9717202,1.3573,21
9717402,0.4459,21
9717602,0.2442,21
9717802,1.1026,21
9718002,0,21
9718202,1.6593,21
9718402,0,21
9718802,0,21
9719002,1.0962,21
9719202,0,21
9719402,0.5877,21
9719602,1.658,21
9719802,0,21
9720002,0.7457,21
9720202,0.8905,21
9720402,0.2156,21
9720602,0.9657,21
9720802,0.1869,21
9721002,0.3687,21
9721202,1.1314,21
9721402,0.6295,21
9721602,0.5413,21
9721802,0.2809,21
9722002,0.5683,21
9722202,0.2655,21
9722402,0.7331,21
9722602,0.5337,21
9722802,0.661,21
9723002,0.4299,21
9723202,0.6967,21
9723402,0.6185,21
9723602,0.5236,21
9723802,0.661,21
9724002,0.5754,21
9724202,0.3605,21
9724402,1.2485,21
9724602,0.8131,21
9724802,0.7078,21
9725002,0.4345,21
9725202,0.579,21
9725402,0.786,21
9725602,0.4844,21
9725802,0.9053,21
9726002,0.7897,21
9726202,0.4159,21
9726402,0.4578,21
9726602,0.5563,21
9726802,1.0642,21
9727002,0.3416,21
9727202,0.8446,21
9727402,0.5659,21
9727602,0.9851,21
9727802,0.9584,21
9728002,0.3417,21
9728202,1.2152,21
9728402,0.25,21
9728602,0.7777,21
9728802,0.6244,21
9729002,1.1038,21
9729202,0.5046,21
9729402,0.778,21
9729602,1.218,21
9729802,0.2328,21
9730002,0.3882,21
9730202,0.505,21
9730402,0.4407,21
9730602,0.4229,21
9730802,0.6942,21
9731002,0.8259,21
9731202,0.3487,21
9731402,0.5626,21
9731602,0.2921,21
9731802,0.4862,21
9732002,1.0014,21
9732202,0.5331,21
9732402,0.8088,21
9732602,0.4812,21
9732802,0.2738,21
9733002,0.5008,21
9733202,0.7476,21
9733402,0.633,21
9733602,0.3666,21
9733802,0.3345,21
9734002,0.1651,21
9734202,0.7792,21
9734402,0.6295,21
9734602,0.4586,21
9734802,0.4957,21
9735002,0.6957,21
9735202,0.8922,21
9735402,0.3495,21
9735602,0,21
9736402,0,21
9736602,0,21
9736802,1.4688,21
9737002,0.705,21
9737202,0.2382,21
9737402,1.1381,21
9737602,0.6079,21
9737802,0.6088,21
9738002,1.4206,21
9738202,0.607,21
9738402,1.0197,21
9738602,0.3131,21
9738802,0.8579,21
9739002,0.6899,21
9739202,0.1478,21
9739402,0.4468,21
9739602,0.392,21
9739802,0.8975,21
9740002,0.6769,21
9740202,1.2181,21
9740402,1.1827,21
9740602,0.6739,21
9740802,1.5684,21
9741002,0.3482,21
9741202,0.811,21
9741402,0.4274,21
9741602,0.5012,21
9741802,0.866,21
9742002,0,21
9742202,0,21
9743202,0,21
9743402,0.9356,21
9743602,0.5016,21
9743802,1.453,21
9744002,0,21
9744202,1.0097,21
9744402,2.0602,21
9744602,0.3041,21
9744802,1.8619,21
9745002,0,21
9745802,0,21
9746002,0,21
9746202,0.8598,21
9746402,0.6732,21
9746602,0.7253,21
9746802,0.843,21
9747002,0,21
9747202,0.3626,21
9747402,0,21
9747602,0.719,21
9747802,0.9879,21
9748002,0.9761,21
9748202,0.7486,21
9748402,0.941,21
9748602,0,21
9748802,1.0471,21
9749002,0.6741,21
9749202,0.496,21
9749402,0.5657,21
9749602,0.6441,21
9749802,0.6536,21
9750002,1.6923,21
9750202,0.3116,21
9750402,1.5534,21
9750602,0.5801,21
9751002,0,21
9751202,0,21
